[1, 4, 1, 1, -2, -2, -2, -2, 1]
[0, 0, 3, 0, -1, -1, -1, -1, 1]
[-2, 0, -1, -1, 4, 2, 3, 3, 0]
[3, 0, 0, 0, -1, -1, -1, -1, 1]
[-6, -4, -3, -3, 2, -1, 2, 2, 11]
[0, 0, 0, 3, -1, -1, -1, -1, 1]
[-2, -2, -4, -4, 1, 1, 2, -1, 9]
[-1, -1, -2, -2, 5, 5, 5, 4, 0]
[-1, 0, 0, -1, 0, -1, 1, 0, 2]
[0, 1, 0, 0, -1, 0, -1, 0, 1]
